"s10"	"s11"	"s1"	"s12"	"s13"	"s14"	"s15"	"s16"	"s17"	"s18"	"s19"	"s20"	"s21"	"s2"	"s22"	"s23"	"s24"	"s25"	"s26"	"s27"	"s28"	"s29"	"s30"	"s3"	"s32"	"s34"	"s35"	"s36"	"s37"	"s38"	"s39"	"s40"	"s41"	"s4"	"s5"	"s6"	"s7"	"s9"	"ss11"	"ss1"	"ss12"	"ss13"	"ss14"	"ss15"	"ss16"	"ss18"	"ss19"	"ss21"	"ss2"	"ss23"	"ss24"	"ss25"	"ss26"	"ss27"	"ss28"	"ss29"	"ss30"	"ss3"	"ss4"	"ss5"	"ss7"	"ss8"	"ss9"
"McircinelloidesCBS277-49"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0557524590816774	0	0	0	0	0	0	0	1.46506386175808
"MglobosaCBS7966"	0.011556351659781	7.18333028696765	0.00631274837577101	9.22098569157393	0.111106227320899	0.000707669009051087	78.5368360538648	0.0925525724575152	8.43053422439915	0	9.86781859633833e-05	0.0012078009447419	8.78327485165249	0.000425867172029044	21.2758183943882	0.0173370945196722	0.00212464185534091	1.2929254423584	3.23389620005254	0.00537783391306881	0.000615165805639594	2.77033065236819	0.0285020888880431	0.00854325327084554	0.0910670017032902	0.101513749141612	0.000254505885307206	2.5157955198162	0.941303142027472	0.141840026699299	3.28621259408849	0.241413365521782	0.636716501977495	0.147915578668885	2.3484988027261	18.0845109836295	0.0437413428592258	14.3864598025388	0.865866626158287	6.65931338756377	7.71118427596992e-05	0.0691554391987848	0.00100656371045005	9.58804889090086	50.2063727918111	0.0145485129772736	11.5831517792302	86.815015077467	10.1979201610198	1.69229181714993	5.65843621399177	3.25922182920667	6	0.379279887774718	1.04336744852853	6.31895687061184	0.621833256563796	0.0929704044212592	1.08695652173913	0.000224613440269297	10.8798114689709	9.57274202271498	2.29151014274981
"Moryzae70-15"	0	0	0	0	0	0	0	0	0.124527831970445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MoryzaeBR32"	0	0	0	0	0	0	0	0	0.0954713378440081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MrestrictaKCTC27527"	0.170011711917932	82.7453847559861	0.0212574939871072	71.2241653418124	2.45654647658955	0.0230700096950654	14.6055084229047	1.04419461698355	50.2801876219335	0.00225485715479924	0.00106572440840454	0.0280813719652491	84.8253816618595	0.00170346868811618	67.9827552611068	0.169397861035964	0.0533751490488082	95.2063280282093	79.3474885953808	0.0510894221741537	0.00332189535045381	40.0804289544236	4.7690618507807	0.0321389051617523	83.8288614938361	10.0578230276973	0.0116224354290291	67.4325100516944	71.9876668080525	6.72488597174324	53.1118046631173	96.6860528914737	86.3142685719183	0.548194523058256	96.3298950082888	69.6341122149153	2.2089378143909	58.6741889985896	8.44599726568434	62.1949538122156	0.00215913159727158	0.689084554873606	0.0085100386428959	69.9139882299683	47.0034670629024	0.0534177476486309	56.5238441055435	8.10023915982115	53.9248574303925	35.682592095759	68.8014403292181	83.4259727134917	66	10.8874110250948	9.14340328939508	68.6344748531308	4.37586365730078	1.2447704147513	53.5869565217391	0.0297238452623036	60.0942655145326	67.1714440237966	74.305033809166
"NalbidaJCM2334"	0	0	0	0	0	0	0	0.000763635086283128	0	0	0	0	0	0	0	0	0	0	0.00119420096013757	0.000224076413044534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PjiroveciiSE8"	0	0	0.000123510294308563	0	0.000244189510595383	0	0	0	1.01282636669296	0	0	0	0.442746128267779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0717804822343306	0	0	0.0438933391857786	0	0	0	1.1193507765496	0	0	0	0.675582517578933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0859722023212495	0	0	0	7.48711467564322e-05	0	0	0.901577761081893
"PrubensWisconsin54-1255"	0.00266685038302639	1.68159385852678	0.000137233660342848	1.11287758346582	0.000976758042381532	0	0	0	0.00415092773234818	0.000384975611794993	0	0.000392535307041117	0.468465820366322	0	0	0	0.000880949061970621	0	0.00358260288041272	0.000448152826089067	0	0	0.00395140232668967	0.00162728633730391	0	0.0119427940166602	0	23.090178058587	0.913569773891481	0	0.00917936478795667	0.844946779326237	0.00244890962299036	0.00375261510365036	0.0920979922637686	0.857002938295788	0.0583217904789677	0.282087447108604	0.592435060003038	1.70963739142424	0	0.00493967422848463	0	3.07831598008148	0	0.000549000489708437	10.1549261679981	0	3.50553505535055	0.588174594985038	0.0771604938271605	0.0252652854977261	0.666666666666667	0	0.183186651268368	1.67645794526436	0	0	0.217391304347826	0.000449226880538593	0.0392772977219167	0	2.94891059353869
"RdelemarRA99-880"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03984271754991e-05	0	0	0	0	0	0	0	0	0.0877866783715571	0.00122445481149518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RirregularisA1DAOM664342"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0690925840626439	0	0	0	0	0	0
"ScerevisiaeS288c"	0.000888950127675462	0	0.000425424347062829	0	0	0.16262233827994	0	0	0	0.000824947739560699	0.0225380976740367	0	0	0	0.0681995323460639	0	0.000829128528913526	0	0.120614296973895	0.00059753710145209	0.000738198966767513	0	0.00470008908332561	0	10.3917567499199	0.0208998895291553	0	0	0.0619922346569219	6.19089998887529	0	0	0	0.000156358962652098	0.0874930926505802	0	0	0	0.197478353334346	0.0137873983179374	2.57039475865664e-05	0.0086444298998481	0	0	0	0.00203130181192122	0.0605180343742435	0	0.637370010063737	0.196058198328346	0.0600137174211248	0.859019706922688	0	0	0.0637170960933456	0.0143287003868749	0	0	0	7.48711467564322e-05	0	0.378583017847485	0.432006010518407
"Smacrosporak-hell"	0.00444475063837731	1.13324803509413	0.00039797761499426	1.51033386327504	0.108908521725541	0.00198147322534304	0.207306238349912	0.00106908912079638	2.13772778215931	0.000219986063882853	0	0.000181170141711285	0.573181709624676	0	0.29228371005456	0.00180594734579919	0.000984590128084811	0.352616029734108	0.126585301774583	0.000373460688407556	0	0.223413762287757	0.00777802352727336	0	0	0.00995232834721683	0	0.436530729465824	0.0570981108682176	0.027811769941039	0.57829998164127	0.14265335235378	0.159179125494374	0.00515984576751924	0.42595321421993	0.591157128865258	0.0364511190493548	0.141043723554302	0.0303812851283609	0.468771542809872	0	0.00123491855712116	0.000915057918590957	0.226346763241286	0.462275053656926	0.00285480254648387	1.8881626724764	0.603098679421857	4.02549480040255	2.24950985450418	0.703017832647462	0.303183425972713	0.666666666666667	0.262378552501689	0.33053243598423	17.638630176243	0.207277752187932	0.0309901348070864	0.326086956521739	7.48711467564322e-05	0.942655145326002	2.8664142779881	0.901577761081893
"Ssclerotiorum1980UF-70"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02314659510231	0	0	0	0	0	0	0.0429861011606247	0	0	0	0	0	0	0
"TmarneffeiATCC18224"	0	0	0	0	0	0	0.0104524153789872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00122445481149518	0	0.00230244980659422	0.0034979711767175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"YlipolyticaCLIB122"	0.00155566272343206	0.530067629318223	0.000219573856548557	0.317965023847377	0.00634892727547995	0.000707669009051087	0.00174206922983119	0.00427635648318552	0.290564941264373	2.74982579853566e-05	0	6.03900472370949e-05	0.497859754193228	0	0.664945440374123	0.00469546309907788	0.00129551332642738	0.349439308745513	1.13687931405097	7.46921376815112e-05	0	0.491510277033065	0.000946256872970422	0	0.0219235374470884	0.0288617522069288	0	0.493968983342906	0	0.0027811769941039	1.56967137874059	0.0658400087786678	0	0.00312717925304196	0.00460489961318843	0.276339722960683	0.0145804476197419	0.705218617771509	0.31900349384779	6.19054184475389	0	0.00987934845696926	0.00100656371045005	4.69895880488909	0.280666996863134	0.00208620186089206	2.06971677559913	0.249558074243527	2.44884267024488	0.546899184810649	5.75274348422497	1.71803941384538	3.66666666666667	1.82366083025926	0.517701405758433	2.82275397621436	0.483648088438508	0.00516502246784773	0.543478260869565	0.000149742293512864	2.16025137470542	2.97458085451595	3.23065364387678
"YlipolyticaCLIB89W29"	0.00355580051070185	0.548345823432645	0.000260743954651411	0.0794912559618442	0.0100117699344107	0.000424601405430652	0.000871034614915597	0.00427635648318552	0.278112158067328	8.24947739560699e-05	1.97356371926767e-05	6.03900472370949e-05	0.46662869950214	0	0.684431021044427	0.00650141044487707	0.000310923198342572	0.273198005019219	1.15718073037331	0.000224076413044534	0	0.402144772117962	0.000883866309917427	0	0.0404742229792401	0.0248808208680421	2.82784317008006e-05	0.815623205054566	0	0	1.56967137874059	0.153626687150225	0.00367336443448555	0.00234538443978147	0.0115122490329711	0.297327550020988	0.0145804476197419	1.69252468265162	0.303812851283609	7.03157314214808	0	0.0160539412425751	0.000732046334872766	4.04708012675419	0.520059435364042	0.00208620186089206	2.72331154684096	0.686284704169699	2.59979872525998	0.835827056031369	3.62654320987654	1.89489641232946	3	1.22876292409207	0.481860539205926	2.47886516692936	0.207277752187932	0.00516502246784773	0.434782608695652	0	2.23880597014925	3.35316387236344	3.13673929376409
